	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	biofluid
sample_Sample_B_001_PC02_CAGGCG_R1_001_fastq	8.514065118796138	0.8477141526361213	5.003364469813912	1.9288349326613874	11.05363521384623	0.7198834585749895	-0.4085315197595525	0.7887281309142844	1.324449239973408	0.7337520917045948	Plasma
sample_Sample_B_002_PC02_CATTTT_combined_2_R1_001_fastq	2.824424797957603	-4.189075949498458	5.7017868300312005	4.346266328790655	12.05076848937456	-1.7164559861189812	-1.452047771748178	-1.221148308573721	-1.6233305328814163	-0.03605170202668105	Plasma
sample_Sample_B_004_BC01_CATGGC_combined_3_R1_001_fastq	16.08438007974601	-0.6735068307369214	2.7980125397918005	-2.694467550525929	2.717415387368503	3.314257973535252	-1.0151976857902094	-0.04954194804646883	-2.2832506333958604	0.49688457989796814	Plasma
sample_Sample_B_004_GC11_CAGGCG_combined_3_R1_001_fastq	19.310655136786846	0.8287160341345443	2.8058303927302486	-4.360799233020967	1.3864189901216069	0.6115182295592153	0.4496589303014517	1.327807283363411	-1.9974630213258768	0.2731829628224505	Plasma
sample_Sample_B_004_GC12_ACTTGA_combined_3_R1_001_fastq	-0.7720266299053936	-11.56942325921508	-0.17236740685680468	3.9413567569928314	4.2782442035831965	6.510441764040048	1.3148309628189236	0.2698060952992995	-2.9826208184140817	4.495464350200579	Plasma
sample_Sample_B_005_BC01_GTCCGC_combined_2_R1_001_fastq	10.249615584840766	2.010912122083215	5.294632356355098	7.696240349748851	10.932852238127127	0.16020031337393137	-6.35401433528247	-1.3463598165182353	-1.4387843008564545	-1.0737105099371667	Plasma
sample_Sample_B_005_GC06_CTCAGA_R1_001_fastq	13.890599524218828	1.8277357287847835	3.449287858896799	-2.3569430508340794	8.374676330296914	-1.06309572195644	3.431737036317486	0.19687885144933706	-0.7822476936246505	-0.12497700152581978	Plasma
sample_Sample_B_005_GC07_AGTTCC_combined_3_R1_001_fastq	-2.0687800744453653	-4.251694397566481	-0.8574965479860773	8.89142763256629	6.811082287672245	6.753910476044541	-1.5608154875046054	8.799620128561369	0.9923643033031714	-0.6231682865731051	Plasma
sample_Sample_B_005_GC08_GGTAGC_combined_2_R1_001_fastq	-13.263331908126773	-18.028812881265868	7.822027176660685	-2.422629855528178	3.4585350848657246	3.53298126597635	-0.10815872816341804	-1.4470720312433742	-1.4780718251570486	1.704891847049179	Plasma
sample_Sample_B_005_GC09_CAGATC_combined_3_R1_001_fastq	-5.217012943625827	-9.114032453611363	-0.37177660210535596	3.5513234776555835	3.8679167761105067	3.228095289873912	4.100337421217899	5.072605284642632	-2.554071681330203	2.1103659658280707	Plasma
sample_Sample_B_005_GC12_CATGGC_R1_001_fastq	13.356517458727955	1.3930256254450029	4.138156328390746	-2.2930718436949498	7.350131898231039	-1.121119505425369	1.2193583695201735	1.5675835413786623	-1.382400252794665	0.603498170141596	Plasma
sample_Sample_B_005_GC16_ACAGTG_combined_3_R1_001_fastq	8.073845583554533	-7.8330572427066985	-4.85561924192694	5.612137999734954	2.390902931429213	6.124534392843523	6.91408083580301	4.2610933929285215	-3.538915894542621	0.46393550205938067	Plasma
sample_Sample_B_006_BC01_TAGCTT_R1_001_fastq	11.392596992360595	2.473436134436409	5.693192514164406	3.5373146728712874	11.896368405632614	-0.5974788845400439	-2.912853145544307	-0.4082761461597508	-1.1725456417899245	-0.4718874874519721	Plasma
sample_Sample_B_006_GC06_CTTGTA_combined_2_R1_001_fastq	10.90101800819709	0.39509706902466574	4.308433783058395	-2.542803101992802	5.952979350507083	-0.362271690489818	-1.5086138318866136	-0.800025188518742	-2.170941721119735	1.2516406788320755	Plasma
sample_Sample_B_006_GC07_ATGTCA_combined_2_R1_001_fastq	7.1490963302862855	-0.029289199310214065	5.216748931348847	5.041652625371626	14.375035486377268	-1.6810126206011047	-0.8983242303036504	-2.27051885393266	-0.9789794551660711	-0.4388250405405551	Plasma
sample_Sample_B_007_BC01_GTAGAG_R1_001_fastq	11.265700794804918	0.42233773293802424	5.728504516673631	2.8731697217264007	11.091716050219159	-3.8595233621393747	-3.421961211686931	-0.7921106394723848	-0.4080601648289283	-0.28024505856614806	Plasma
sample_Sample_B_007_GC05_ACTGAT_combined_3_R1_001_fastq	-4.181856843723706	-6.7888262674006485	8.451346287765391	0.7245769556231616	11.681245341953055	1.941846797632624	1.1161128801228448	-2.7428301588874664	-2.3178463193560868	2.9808889595720744	Plasma
sample_Sample_B_007_GC07_CAACTA_combined_2_R1_001_fastq	-10.432071531570415	-11.333211650904435	2.29823400461358	-0.19881458893512738	5.366618242421199	-3.33885294354566	-0.19180765727385657	-0.10205428730401328	3.109902195930142	2.442070229796241	Plasma
sample_Sample_B_007_GC10_TCCCGA_R1_001_fastq	9.500541042702956	-2.485603841746772	2.807047713052189	4.305841003473979	10.139640341569011	1.962082313866222	-2.568169598468867	-2.728376759135435	-1.0018684864964473	2.4956962244544796	Plasma
sample_Sample_B_007_PC02_TAGCTT_combined_3_R1_001_fastq	15.547343547799608	-3.583468839244133	-0.6349564422463846	-0.289480475860247	0.7799536399700622	2.392013945460379	1.1231950822048173	-0.5010481031661822	-1.211468143713113	1.0834913000051687	Plasma
sample_Sample_B_008_BC01_Yr2_AGTTCC_R1_001_fastq	17.10813787418537	-7.720311632722008	-5.291159782706163	7.192993553716186	-3.130082581748878	1.7383751166573855	0.845495783728834	-4.148811062031578	-1.0528928498311743	0.7657748633076717	Plasma
sample_Sample_B_008_GC10_Yr2_CCAACA_R1_001_fastq	20.32682759486696	1.680405720168949	0.5898164619760146	-3.9228144998067007	-0.5107701947266461	1.487679627447488	-1.6073895527192115	-1.6476094481832488	-2.4826434311324808	1.2975525147582547	Plasma
sample_Sample_B_010_BC01_Yr2_TTAGGC_combined_2_R1_001_fastq	9.177172622459869	-19.17218135717335	-11.022166539332504	12.729644912252612	-2.143776593948363	1.598357733674901	3.7960040669696093	-2.8266889512277946	2.0750447026022854	0.28791182475809607	Plasma
sample_Sample_B_010_GC02_Yr2_GTTTCG_R1_001_fastq	23.169260382343126	0.3477040266500482	-1.0545442962685068	-5.530276097659579	-2.113947641100716	2.529054500798894	-1.6814932127407551	1.7387440855940521	2.498569402555786	0.38776216415967907	Plasma
sample_Sample_B_010_GC07_Yr2_TACAGC_R1_001_fastq	24.803718726479932	2.0685152679584253	-1.0874081559665378	-6.829883861613904	-3.162888814325291	0.26629833973381833	-1.0441311063787457	3.060642927157271	3.422378720813655	-0.3870197859750716	Plasma
sample_Sample_B_010_GC08_Yr2_TCATTC_R1_001_fastq	25.146118075584276	0.15548334570807218	-1.5066124814684625	-5.269050000833979	-4.872728508598831	7.6373491912710385	-3.5262709433135377	0.290540770588657	1.4161741688388916	0.35752717846866505	Plasma
sample_Sample_B_010_GC09_Yr2_CGGAAT_R1_001_fastq	21.708700811341952	0.4387197891885133	0.3289252979802828	-7.598032886679174	-2.269511187874074	-0.8535632664934923	1.157650678136631	3.151811149655866	2.7188747611395687	0.09575934829225323	Plasma
sample_Sample_B_011_BC01_GATCAG_R1_001_fastq	14.417384631421344	1.1004346078012641	2.3201190741134488	3.5703447124156686	10.4318753176559	1.6234285104900539	-2.214029445003703	0.4456616061274513	0.23525165236328088	-0.9745048723280124	Plasma
sample_Sample_B_011_BC01_Yr2_GTGGCC_R1_001_fastq	21.51874356768308	1.8680693245521631	0.8956102963560568	-5.338018715782219	2.2921796973482005	-1.1943338579212828	0.17089973264219036	2.929313471571448	3.1650175072601585	-0.4515779132575232	Plasma
sample_Sample_B_011_GC01_Yr2_GAGTGG_R1_001_fastq	13.4041299872506	-13.472115721322405	-7.7566863397044	8.537922627365493	-7.034772610983651	7.003673575496196	1.208701909517712	-4.243454436859891	0.840223761111887	0.8419893208331529	Plasma
sample_Sample_B_011_GC05_Yr2_TACAGC_R1_001_fastq	-7.233102760930563	-15.598240960152115	1.7919913945507768	4.1999456393602586	6.385422609595321	-2.843578334210375	3.7887796353458545	6.879580189215662	-0.7963761533346994	-1.5932092347937346	Plasma
sample_Sample_B_011_GC07_TGACCA_R1_001_fastq	7.8951385344202505	2.8789395751309748	7.5842322111793665	3.762050388426363	15.516474084170593	-0.08424257537604399	-1.8903649292939104	-0.08629171367355679	-1.2846135800115233	-0.5553222220546938	Plasma
sample_Sample_B_011_GC11_Yr2_ATGAGC_R1_001_fastq	23.884354036726045	1.3186264599703776	-1.6051594714772817	-6.105651362189854	-3.0103662839523357	0.8182867971552489	-0.4229156790534556	1.7032501165785014	3.6763263132020048	-0.09609659384032723	Plasma
sample_Sample_B_013_BC01_CCGTCC_R1_001_fastq	9.521642661275596	0.7975489252460283	5.117310498155994	0.47363048404372693	10.340764528287979	0.537275257001167	-0.7418744943089521	0.6202701026325869	0.1414678836105677	-0.3705884091634876	Plasma
sample_Sample_B_013_BC01_Yr2_CTTGTA_R1_001_fastq	16.482692169784915	-12.790733322043415	-8.964089783448792	7.995971717404793	-6.352845135744657	0.43060513257730904	4.530510163399329	-2.869898185795834	0.9172892696128164	-0.8683020755425847	Plasma
sample_Sample_B_013_GC04_Yr2_TAGCTT_R1_001_fastq	17.880170231043326	-3.3295308262600103	-0.975222265017721	-1.0412029150848314	-0.3976222731385448	-2.5164846125116958	1.030006320482422	-0.3687787977780449	1.5042979477353502	-0.04730971046935919	Plasma
sample_Sample_B_013_GC06_Yr2_CAAAAG_R1_001_fastq	23.808169235030142	1.8218434398603127	-0.8671344301334453	-6.771811480648424	-0.5787467592199874	-4.24962786283059	1.385802695928148	3.166773428741317	2.104708973077876	-0.030310240254337272	Plasma
sample_Sample_B_013_GC07_Yr2_CAGGCG_R1_001_fastq	19.206526165347814	-5.728884052178095	-3.7112929965843993	0.32661540663775096	-1.2097524148789396	2.9475635105355305	-0.7252752194662055	-2.4888930246176963	3.363557171328937	-0.05638599535753144	Plasma
sample_Sample_B_013_GC15_CGTACG_combined_4_R1_001_fastq	4.508910886414597	-16.97523828957951	-6.205788758660068	9.030469941183878	1.5566644762318493	5.773765172631737	7.774434433208574	1.9711265423982645	-4.074993087060539	2.1240517585897183	Plasma
sample_Sample_B_014_BC01_ATGAGC_combined_3_R1_001_fastq	-11.398218906800084	-19.735226869866903	8.140910748771963	-3.0460087359515304	2.983443567094437	1.8339239814728079	-0.4856857273942638	-1.8496957352507208	-4.490947288787394	1.6753036271222874	Plasma
sample_Sample_B_014_BC01_Yr2_ATTCCT_R1_001_fastq	19.94132024019317	-2.8317002627979373	-5.569779479115632	1.6405625784144258	-2.5712962257155723	2.7543301977520405	0.257412594904093	-1.4602078767835536	2.244837025189421	-0.3732292351023344	Plasma
sample_Sample_B_014_GC06_GGCTAC_combined_2_R1_001_fastq	13.260265984105967	-0.8357936646598547	3.451109586019436	-2.943939664390923	3.5466717227227695	2.516759079896767	-1.4555209610077893	-0.8486850106867803	-2.013433136023157	1.2272667374295014	Plasma
sample_Sample_B_014_GC11_Yr2_ATGTCA_R1_001_fastq	22.377788565818772	-1.1579028513417335	-4.133036958139709	-1.5336863516961419	-1.926248820447337	5.9700669843576355	-0.7516966551962673	-2.8701839540918908	-0.7531404232653724	0.8855047350744658	Plasma
sample_Sample_B_015_BC01_Yr2_TAGCTT_R1_001_fastq	16.359516583732606	0.12132875598036047	-0.26889729944974683	-1.3120348629099454	0.7666557247986279	-0.4392705031384523	0.24307663109745067	-2.3441932442828186	-2.211508724452364	-0.12332246464784936	Plasma
