##########################################################################################################
##### ERC Consortium Data Access Policy #################
##########################################################################################################
# By downloading datasets from the exRNA Atlas, you agree to this data access policy:
# Common Fund exRNA Communication Consortium (ERCC) Data Sharing and Access Policy
#
# Revised December, 2015
#
# The ERCC. The ERCC is a community resource project designed to catalyze exRNA research activities in the scientific community. Thus, data are shared with the scientific community PRIOR to publication. In pre-publication data sharing, the desire to share data widely with the scientific community must be balanced with the desire for the data generators to have a protected period of time to analyze and publish the data they have produced.
#
# ERCC Data Sharing Policy. The following policy has been developed to address this balance. By accessing pre-publication ERCC data, users agree to adhere to these policies and to follow appropriate scientific etiquette regarding collaboration, publication, and authorship.
#
# The entity responsible for ERCC data deposition is the ERCC Data Management and Resource Repository (DMRR). All data are date stamped by the DMRR upon receipt from the data producers. The DMRR processes all ERCC data through consortium-approved analysis pipelines to ensure that the data are processed in a uniform fashion. 
# ERCC Pre-publication Data Sharing.Users of the pre-publication ERCC data agree to a protected period (embargo) of 12 months AFTER the DMRR date stamp.
# By requesting and accepting any released ERCC dataset, the user:
#
# - Agrees to comply with this pre-publication data sharing policy
# - May access and analyze ERCC data
# - May NOT submit any analyses or conclusions for publication or scientific meeting presentation until the 12 month embargo period for that dataset has ended, or the data generator has published a manuscript on the data, whichever comes first
# - Takes full responsibility for adhering to a 12 month embargo period and is responsible for being aware of the publication status of the data they use 
# - Agrees to cite ERCC data appropriately in meeting presentations and publications
#
# Researchers wishing to publish on datasets prior to the expiration of the embargo should discuss their plans with the data generator(s) and must obtain their consent prior to using the unpublished data in their individual publications or grant submissions.
#
# Following expiration of the embargo period, any investigator may submit manuscripts or make presentations without restriction, including integrated analyses using multiple unrestricted datasets.
#
# Proper Citation of the Datasets Used. Researchers who use ERCC datasets in oral presentations or publications are expected to cite the Consortium in all of the following ways:
#
# - Cite the ERCC overview publication [The NIH Extracellular RNA Communication Consortium. J Extracell Vesicles. 2015 Aug 28;4:27493. doi: 10.3402/jev.v4.27493. eCollection 2015. (PMID: 26320938)
# - Reference the www.exrna.org website and/or GEO accession numbers of the datasets
# - Acknowledge the NIH Common Fund, ERCC and the ERCC data producer that generated the dataset(s)
#
# Data Quality Metrics. The consortium is still in the process of developing consensus data quality metrics for different assay types so that data users will have a sense of the relative quality of a given data set. We encourage the scientific community to use these pre-publication datasets, however users should be aware that final determinations concerning the quality of a given dataset might not become clear until the consortium performs an integrative analysis of all the data produced by the ERCC.
#
# Unrestricted-Access and Controlled-Access Datasets. The ERCC will generate both unrestricted-access (e.g. GEO) and controlled-access datasets (e.g. dbGaP). Currently only unrestricted-access datasets are available. Once controlled-access ERCC datasets become available, we will update this link and describe in more detail how they can be accessed through dbGaP (http://www.ncbi.nlm.nih.gov/gap).
#
# Questions? Please contact William Thistlethwaite (thistlew@bcm.edu)
#
# The full data deposition, sharing, and publication policy is available at http://exrna.org/resources/data/data-access-policy.
#
##########################################################################################################
#### INSTRUCTIONS ON HOW TO DOWNLOAD DATA AND METADATA ###########
##########################################################################################################
# This tab-delimited file contains a list of URLs for batch downloading the selected files.
# The first column in this file contains the name of the file and the second column contains the URL to download the file.
# There are (at least) 2 ways to download these files:
#
# 1. You can copy and paste each URL in your browser and hit Enter to download each file in this list.
# 2. If you want to download the files in bulk, you can use a command line program to download these files.
# For example, you could do something like this with wget (tested on Linux):
# sed '/#/d' exRNA_Atlas_CORE_Results_Downloads_Mon-Sep-29-2025-18_20_29-GMT-0400-_Eastern-Daylight-Time_.tsv | cut -f 2 | tr ',' '\n' | xargs wget
# If you wanted to use curl instead, you could do (tested on Linux):
# sed '/#/d' exRNA_Atlas_CORE_Results_Downloads_Mon-Sep-29-2025-18_20_29-GMT-0400-_Eastern-Daylight-Time_.tsv | cut -f 2 | tr ',' '\n' | xargs -n 1 curl -O
#
# Please refer to this "Download Help": http://genboree.org/theCommons/projects/exrna-mads/wiki/Downloading_Data_and_Metadata_from_the_exRNA_Atlas for more details.
##########################################################################################################
#### IMPORTANT NOTE ON PROTECTED SAMPLES ###########
##########################################################################################################
# If you selected any protected samples (for which the associated study is in a controlled access database like dbGaP or will be in the future),
# you may not see the associated downloads for those samples below.
# Any potentially identifying files (raw FASTQ files or full alignments) fall into this category of protected downloads.
# If data from the associated study has already been deposited into a controlled access database, you can go back to the Atlas grid results page
# and click the Links to External Databases icon in the External References column for a given sample to view the study ID(s) associated with that sample.
# You can then visit the controlled access database website(s) to request access.
##########################################################################################################
#### IMPORTANT NOTE ON RNA-SEQ VERSUS QPCR PROFILES ###########
##########################################################################################################
# We support both RNA-seq and qPCR profiles in the Atlas. However, each sample profile is only associated with a single assay (not both).
# If you selected a combination of RNA-seq and qPCR profiles, your list of downloads will only contain downloads for those assays which are relevant to the type of download.
# For example, if you choose to download qPCR Target Files, your list of downloads will only include those samples which were profiled using qPCR.
# As another example, if you choose to download raw data (FASTQ) files, your list of downloads will only include those samples which were profiled using RNA-seq.
# Finally, as a third example, if you choose to download biosample metadata files, your list of downloads will include both RNA-seq and qPCR profiles,
# since biosample metadata exists for both assays.
##########################################################################################################
#### LIST OF DOWNLOADS ###########
##########################################################################################################
#DOWNLOAD NAME	DOWNLOAD URL	BIOSAMPLE NAME	CONDITION	BIOFLUID	RNA SOURCE	RNA ISOLATION KIT	ANATOMICAL LOCATION	CELL CULTURE SOURCE	PROFILING ASSAY	SPECIES	MEETS ERCC QC STANDARDS?	TRANSCRIPTOME READS	REFERENCE GENOME READS	TRANSCRIPTOME GENOME RATIO	BIOSAMPLE ACCESSION ID	RELATED DATASET ACCESSION ID	FASTQ IDENTIFIER
sample_GMPMillipore1_128_S165_L008_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_GMPMillipore1_128_S165_L008_R1_001_125_160_fastq/CORE_RESULTS/sample_GMPMillipore1_128_S165_L008_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	GMPMillipore1	Healthy Subject	Plasma	extracellular vesicle	miRNeasy (Qiagen)	Entire cardiovascular system	Not Applicable	small RNA-Seq	Human	PASS	361923	512641	0.705997	EXR-LLAUR1LLAUR01RNAISO203-BS	EXR-LLAUR1AVB5CS-AN	sample_GMPMillipore1_128_S165_L008_R1_001_125_160_fastq
sample_BMSExoQuick1_40_S39_L005_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_BMSExoQuick1_40_S39_L005_R1_001_125_160_fastq/CORE_RESULTS/sample_BMSExoQuick1_40_S39_L005_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	BMSExoQuick1	Healthy Subject	Serum	extracellular vesicle	SeraMir Kit (System Biosciences)	Entire cardiovascular system	Not Applicable	small RNA-Seq	Human	PASS	3752593	3944703	0.951299	EXR-LLAUR1LLAUR01RNAISO132-BS	EXR-LLAUR1AVB5CS-AN	sample_BMSExoQuick1_40_S39_L005_R1_001_125_160_fastq
sample_DFPExoRNeasy1_177_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_DFPExoRNeasy1_177_fastq/CORE_RESULTS/sample_DFPExoRNeasy1_177_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	DFPExoRNeasy1	Healthy Subject	Plasma	extracellular vesicle	miRNeasy (Qiagen)	Entire cardiovascular system	Not Applicable	small RNA-Seq	Human	PASS	1992188	3567762	0.558386	EXR-LLAUR1LLAUR01RNAISO189-BS	EXR-LLAUR1AVB5CS-AN	sample_DFPExoRNeasy1_177_fastq
sample_GFPExoRNeasy1_121_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_GFPExoRNeasy1_121_fastq/CORE_RESULTS/sample_GFPExoRNeasy1_121_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	GFPExoRNeasy1	Healthy Subject	Plasma	extracellular vesicle	miRNeasy (Qiagen)	Entire cardiovascular system	Not Applicable	small RNA-Seq	Human	PASS	9878756	16778641	0.58877	EXR-LLAUR1LLAUR01RNAISO190-BS	EXR-LLAUR1AVB5CS-AN	sample_GFPExoRNeasy1_121_fastq
sample_BFSME3_33_S32_L005_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_BFSME3_33_S32_L005_R1_001_125_160_fastq/CORE_RESULTS/sample_BFSME3_33_S32_L005_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	BFSME3	Healthy Subject	Serum	extracellular vesicle	miRNeasy (Qiagen)	Entire cardiovascular system	Not Applicable	small RNA-Seq	Human	PASS	1994848	2279937	0.874958	EXR-LLAUR1LLAUR01RNAISO098-BS	EXR-LLAUR1AVB5CS-AN	sample_BFSME3_33_S32_L005_R1_001_125_160_fastq
sample_LUHomebrewMP1_Idx33_S137_L004_R1_001_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_LUHomebrewMP1_Idx33_S137_L004_R1_001_fastq/CORE_RESULTS/sample_LUHomebrewMP1_Idx33_S137_L004_R1_001_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	LUHomebrewMP1	Healthy Subject	Urine	total cell-free biofluid RNA	Other	Kidney structure	Not Applicable	small RNA-Seq	Human	FAIL	585	597	0.979899	EXR-LLAUR1LLAUR01RNAISO244-BS	EXR-LLAUR1AVB5CS-AN	sample_LUHomebrewMP1_Idx33_S137_L004_R1_001_fastq
sample_BMSMillipore1_22_S21_L005_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_BMSMillipore1_22_S21_L005_R1_001_125_160_fastq/CORE_RESULTS/sample_BMSMillipore1_22_S21_L005_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	BMSMillipore1	Healthy Subject	Serum	extracellular vesicle	miRNeasy (Qiagen)	Entire cardiovascular system	Not Applicable	small RNA-Seq	Human	PASS	1271762	1713787	0.742077	EXR-LLAUR1LLAUR01RNAISO114-BS	EXR-LLAUR1AVB5CS-AN	sample_BMSMillipore1_22_S21_L005_R1_001_125_160_fastq
sample_BFSmiRCury3_45_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_BFSmiRCury3_45_fastq/CORE_RESULTS/sample_BFSmiRCury3_45_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	BFSmiRCury3	Healthy Subject	Serum	extracellular vesicle	Other	Entire cardiovascular system	Not Applicable	small RNA-Seq	Human	FAIL	288175	603180	0.47776	EXR-LLAUR1LLAUR01RNAISO093-BS	EXR-LLAUR1AVB5CS-AN	sample_BFSmiRCury3_45_fastq
sample_GMPNor_Ami3_144_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_GMPNor_Ami3_144_fastq/CORE_RESULTS/sample_GMPNor_Ami3_144_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	GMPNor_Ami3	Healthy Subject	Plasma	total cell-free biofluid RNA	Plasma/Serum Circulating and Exosomal RNA Purification Kit(Norgen Biotek)	Entire cardiovascular system	Not Applicable	small RNA-Seq	Human	PASS	1455413	1607073	0.90563	EXR-LLAUR1LLAUR01RNAISO160-BS	EXR-LLAUR1AVB5CS-AN	sample_GMPNor_Ami3_144_fastq
sample_BMSUltra3_30_S29_L005_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/LLAUR01-RNAIsoBiofluidPool-2023-08-21/sample_BMSUltra3_30_S29_L005_R1_001_125_160_fastq/CORE_RESULTS/sample_BMSUltra3_30_S29_L005_R1_001_125_160_fastq_LLAUR01-RNAIsoBiofluidPool-2023-08-21_CORE_RESULTS_v4.6.2.tgz	BMSUltra3	Healthy Subject	Serum	extracellular vesicle	miRNeasy (Qiagen)	Entire cardiovascular system	Not Applicable	small RNA-Seq	Human	PASS	4101267	4282745	0.957626	EXR-LLAUR1LLAUR01RNAISO124-BS	EXR-LLAUR1AVB5CS-AN	sample_BMSUltra3_30_S29_L005_R1_001_125_160_fastq
